user_id,username,country,signup_date
794,user_0794,India,2023-11-21
795,user_0795,Mexico,2022-03-08
796,user_0796,Germany,2023-08-29
797,user_0797,UK,2023-06-09
798,user_0798,India,2023-09-30
799,user_0799,Germany,2023-11-24
800,user_0800,Japan,2023-02-18
801,user_0801,France,2023-01-11
802,user_0802,India,2022-01-14
803,user_0803,Germany,2022-02-23
804,user_0804,Mexico,2022-12-31
805,user_0805,Mexico,2022-12-13
806,user_0806,UK,2023-02-26
807,user_0807,France,2022-07-11
808,user_0808,Japan,2023-02-15
809,user_0809,UK,2023-02-26
810,user_0810,USA,2022-11-28
811,user_0811,France,2022-04-16
812,user_0812,Canada,2022-08-07
813,user_0813,UK,2023-05-21
814,user_0814,Australia,2023-07-24
815,user_0815,Australia,2023-04-23
816,user_0816,France,2023-03-25
817,user_0817,Australia,2022-11-01
818,user_0818,UK,2022-12-20
819,user_0819,Australia,2022-06-27
820,user_0820,Japan,2023-11-14
821,user_0821,Germany,2022-01-24
822,user_0822,Mexico,2023-07-30
823,user_0823,UK,2023-11-30
824,user_0824,Japan,2022-01-20
825,user_0825,Japan,2023-10-09
826,user_0826,USA,2023-01-15
827,user_0827,Mexico,2023-03-09
828,user_0828,USA,2022-04-22
829,user_0829,Germany,2022-01-31
830,user_0830,France,2023-10-14
831,user_0831,India,2023-12-28
832,user_0832,Canada,2023-05-19
833,user_0833,India,2022-04-10
834,user_0834,Germany,2023-03-28
835,user_0835,Australia,2022-04-05
836,user_0836,Australia,2022-06-28
837,user_0837,India,2023-05-03
838,user_0838,Mexico,2022-05-22
839,user_0839,Brazil,2022-05-24
840,user_0840,India,2022-05-31
841,user_0841,Mexico,2022-05-23
842,user_0842,France,2022-01-25
843,user_0843,Canada,2022-03-21
844,user_0844,Japan,2023-04-24
845,user_0845,France,2023-09-10
846,user_0846,Japan,2022-02-22
847,user_0847,Mexico,2023-12-18
848,user_0848,France,2023-04-02
849,user_0849,Canada,2022-01-15
850,user_0850,Australia,2022-03-10
851,user_0851,France,2022-02-19
852,user_0852,UK,2022-08-15
853,user_0853,Canada,2023-03-20
854,user_0854,Mexico,2023-02-05
855,user_0855,Canada,2023-01-18
856,user_0856,Japan,2023-11-25
857,user_0857,Mexico,2023-04-14
858,user_0858,Mexico,2023-08-27
859,user_0859,India,2023-08-10
860,user_0860,Japan,2022-07-23
861,user_0861,USA,2022-09-12
862,user_0862,USA,2022-03-08
863,user_0863,Germany,2023-03-19
864,user_0864,Canada,2022-12-14
865,user_0865,USA,2022-01-30
866,user_0866,Germany,2023-06-18
867,user_0867,Germany,2023-01-05
868,user_0868,Japan,2022-06-28
869,user_0869,France,2022-12-02
870,user_0870,Japan,2022-04-01
871,user_0871,Brazil,2023-10-07
872,user_0872,Australia,2022-04-16
873,user_0873,Canada,2023-07-19
874,user_0874,Mexico,2022-06-22
875,user_0875,UK,2023-08-30
876,user_0876,Germany,2023-10-17
877,user_0877,Japan,2023-02-06
878,user_0878,Mexico,2022-02-12
879,user_0879,Japan,2023-01-03
880,user_0880,France,2023-07-03
881,user_0881,India,2023-03-28
882,user_0882,Australia,2022-05-31
883,user_0883,UK,2022-12-31
884,user_0884,France,2023-08-24
885,user_0885,UK,2022-07-27
886,user_0886,UK,2023-09-09
887,user_0887,Japan,2022-11-07
888,user_0888,India,2023-06-05
889,user_0889,France,2023-09-09
890,user_0890,France,2023-12-17
891,user_0891,Mexico,2022-12-09
892,user_0892,Japan,2022-03-15
893,user_0893,Brazil,2022-04-03
894,user_0894,Brazil,2023-10-14
895,user_0895,France,2023-05-25
896,user_0896,USA,2022-07-02
897,user_0897,USA,2023-05-18
898,user_0898,India,2023-05-25
899,user_0899,USA,2023-11-23
900,user_0900,Mexico,2023-12-23
901,user_0901,Japan,2022-09-23
902,user_0902,UK,2022-06-16
903,user_0903,Mexico,2023-07-01
904,user_0904,Mexico,2022-01-12
905,user_0905,India,2022-06-09
906,user_0906,Mexico,2023-03-07
907,user_0907,Australia,2022-04-03
908,user_0908,Australia,2023-07-30
909,user_0909,Mexico,2022-11-17
910,user_0910,Brazil,2022-04-19
911,user_0911,Germany,2022-06-26
912,user_0912,Australia,2022-02-02
913,user_0913,UK,2023-02-22
914,user_0914,India,2022-09-26
915,user_0915,Brazil,2022-06-21
916,user_0916,Germany,2023-01-29
917,user_0917,India,2023-11-08
918,user_0918,Australia,2022-02-28
919,user_0919,France,2022-08-26
920,user_0920,USA,2022-08-21
921,user_0921,Japan,2023-07-01
922,user_0922,Brazil,2023-11-26
923,user_0923,USA,2022-11-06
924,user_0924,USA,2023-01-12
925,user_0925,Mexico,2023-05-06
926,user_0926,UK,2022-01-23
927,user_0927,Mexico,2023-10-21
928,user_0928,UK,2023-11-11
929,user_0929,Mexico,2023-12-20
930,user_0930,Mexico,2022-01-08
931,user_0931,USA,2022-03-11
932,user_0932,India,2022-04-03
933,user_0933,Australia,2023-01-14
934,user_0934,USA,2024-01-01
935,user_0935,Japan,2023-11-15
936,user_0936,Canada,2022-06-02
937,user_0937,Australia,2022-02-08
938,user_0938,Mexico,2022-05-20
939,user_0939,Mexico,2022-06-07
940,user_0940,Mexico,2022-05-20
941,user_0941,UK,2023-06-20
942,user_0942,USA,2023-11-04
943,user_0943,France,2023-01-28
944,user_0944,Canada,2023-12-29
945,user_0945,Australia,2023-08-17
946,user_0946,USA,2022-02-14
947,user_0947,Japan,2022-11-07
948,user_0948,Japan,2022-12-10
949,user_0949,UK,2023-02-14
950,user_0950,Australia,2022-09-27
951,user_0951,France,2023-03-30
952,user_0952,Australia,2022-12-18
953,user_0953,UK,2022-07-25
954,user_0954,Germany,2023-12-24
955,user_0955,USA,2022-05-17
956,user_0956,Mexico,2023-05-25
957,user_0957,Mexico,2022-01-13
958,user_0958,India,2022-08-05
959,user_0959,Australia,2022-04-22
960,user_0960,Japan,2023-01-22
961,user_0961,USA,2022-11-28
962,user_0962,Mexico,2023-08-29
963,user_0963,Mexico,2023-07-24
964,user_0964,India,2022-07-27
965,user_0965,France,2023-04-12
966,user_0966,UK,2023-01-09
967,user_0967,France,2022-02-22
968,user_0968,Canada,2022-12-23
969,user_0969,Germany,2023-06-08
970,user_0970,UK,2023-08-12
971,user_0971,Australia,2022-11-19
972,user_0972,Mexico,2022-05-01
973,user_0973,Canada,2022-03-21
974,user_0974,USA,2022-06-07
975,user_0975,Japan,2022-01-30
976,user_0976,India,2023-03-27
977,user_0977,Mexico,2023-06-04
978,user_0978,Brazil,2022-11-27
979,user_0979,Australia,2023-07-11
980,user_0980,Germany,2022-05-30
981,user_0981,Brazil,2023-05-16
982,user_0982,Japan,2023-06-29
983,user_0983,Canada,2023-05-26
984,user_0984,Canada,2022-05-19
985,user_0985,Australia,2022-12-26
986,user_0986,France,2023-12-06
987,user_0987,Germany,2022-05-07
988,user_0988,USA,2022-09-20
989,user_0989,Canada,2022-12-30
990,user_0990,Brazil,2022-06-01
991,user_0991,Canada,2022-09-06
992,user_0992,Canada,2023-06-23
993,user_0993,Japan,2023-08-09
994,user_0994,France,2022-12-28
995,user_0995,UK,2022-05-15
996,user_0996,Mexico,2022-02-22
997,user_0997,India,2023-07-14
998,user_0998,UK,2022-04-11
999,user_0999,Japan,2022-08-19
1000,user_1000,Brazil,2023-09-06
